1  -2.3767000000E+01  -2.3549960000E+01  -1.2910700000E+01  -1.1639310000E+01  -8.3104500000E+00  -8.3067700000E+00  -8.2574800000E+00  -8.2538000000E+00   7.5097600000E+00   9.3604900000E+00   1.8118970000E+01   1.8140230000E+01   1.8156120000E+01   1.8177540000E+01   2.7902300000E+01   3.0301910000E+01
2  -2.3765460000E+01  -2.3548450000E+01  -1.2908700000E+01  -1.1637450000E+01  -8.3163400000E+00  -8.3099600000E+00  -8.2633300000E+00  -8.2569600000E+00   7.5050500000E+00   9.3543500000E+00   1.8134680000E+01   1.8149930000E+01   1.8172730000E+01   1.8187810000E+01   2.7908260000E+01   3.0307290000E+01
3  -2.3760860000E+01  -2.3543930000E+01  -1.2902700000E+01  -1.1631860000E+01  -8.3339700000E+00  -8.3195100000E+00  -8.2808600000E+00  -8.2664000000E+00   7.4909300000E+00   9.3359500000E+00   1.8178980000E+01   1.8181830000E+01   1.8218570000E+01   1.8222450000E+01   2.7926130000E+01   3.0323450000E+01
4  -2.3753200000E+01  -2.3536390000E+01  -1.2892700000E+01  -1.1622550000E+01  -8.3632400000E+00  -8.3353200000E+00  -8.3099700000E+00  -8.2820500000E+00   7.4674200000E+00   9.3053400000E+00   1.8227170000E+01   1.8260380000E+01   1.8269590000E+01   1.8305010000E+01   2.7955960000E+01   3.0350380000E+01
5  -2.3742480000E+01  -2.3525840000E+01  -1.2878710000E+01  -1.1609520000E+01  -8.4039900000E+00  -8.3572700000E+00  -8.3505000000E+00  -8.3037700000E+00   7.4345900000E+00   9.2625700000E+00   1.8294150000E+01   1.8340520000E+01   1.8370220000E+01   1.8420010000E+01   2.7997790000E+01   3.0388100000E+01
6  -2.3728710000E+01  -2.3512290000E+01  -1.2860720000E+01  -1.1592770000E+01  -8.4559900000E+00  -8.4022100000E+00  -8.3851600000E+00  -8.3313700000E+00   7.3924800000E+00   9.2077600000E+00   1.8379420000E+01   1.8430860000E+01   1.8511110000E+01   1.8566960000E+01   2.8051700000E+01   3.0436650000E+01
7  -2.3711880000E+01  -2.3495740000E+01  -1.2838730000E+01  -1.1572310000E+01  -8.5189700000E+00  -8.4648200000E+00  -8.4187500000E+00  -8.3646200000E+00   7.3411900000E+00   9.1410300000E+00   1.8482360000E+01   1.8540010000E+01   1.8682710000E+01   1.8745340000E+01   2.8117760000E+01   3.0496050000E+01
8  -2.3692020000E+01  -2.3476200000E+01  -1.2812750000E+01  -1.1548140000E+01  -8.5925800000E+00  -8.5380000000E+00  -8.4577700000E+00  -8.4032500000E+00   7.2808300000E+00   9.0625500000E+00   1.8602210000E+01   1.8667250000E+01   1.8884520000E+01   1.8954550000E+01   2.8196090000E+01   3.0566340000E+01
9  -2.3669120000E+01  -2.3453680000E+01  -1.2782780000E+01  -1.1520270000E+01  -8.6764600000E+00  -8.6213800000E+00  -8.5019100000E+00  -8.4469500000E+00   7.2115100000E+00   8.9724800000E+00   1.8738080000E+01   1.8811750000E+01   1.9115960000E+01   1.9193920000E+01   2.8286810000E+01   3.0647560000E+01
10  -2.3643210000E+01  -2.3428190000E+01  -1.2748830000E+01  -1.1488700000E+01  -8.7701700000E+00  -8.7145200000E+00  -8.5508200000E+00  -8.4953800000E+00   7.1333700000E+00   8.8710500000E+00   1.8888970000E+01   1.8972580000E+01   1.9376350000E+01   1.9462720000E+01   2.8390060000E+01   3.0739760000E+01
11  -2.3614290000E+01  -2.3399750000E+01  -1.2710890000E+01  -1.1453450000E+01  -8.8732800000E+00  -8.8169900000E+00  -8.6041500000E+00  -8.5481900000E+00   7.0465800000E+00   8.7584900000E+00   1.9053780000E+01   1.9148740000E+01   1.9664930000E+01   1.9760170000E+01   2.8505970000E+01   3.0842980000E+01
12  -2.3582380000E+01  -2.3368380000E+01  -1.2668980000E+01  -1.1414530000E+01  -8.9853000000E+00  -8.9282900000E+00  -8.6614900000E+00  -8.6049900000E+00   6.9513000000E+00   8.6350600000E+00   1.9231340000E+01   1.9339120000E+01   1.9980850000E+01   2.0085410000E+01   2.8634700000E+01   3.0957280000E+01
13  -2.3547490000E+01  -2.3334080000E+01  -1.2623100000E+01  -1.1371950000E+01  -9.1057400000E+00  -9.0479500000E+00  -8.7224700000E+00  -8.6654100000E+00   6.8477400000E+00   8.5010400000E+00   1.9420370000E+01   1.9542550000E+01   2.0323210000E+01   2.0437520000E+01   2.8776390000E+01   3.1082710000E+01
14  -2.3509640000E+01  -2.3296870000E+01  -1.2573260000E+01  -1.1325720000E+01  -9.2340800000E+00  -9.1754400000E+00  -8.7866900000E+00  -8.7290300000E+00   6.7360900000E+00   8.3567400000E+00   1.9619580000E+01   1.9757810000E+01   2.0691030000E+01   2.0815520000E+01   2.8931180000E+01   3.1219320000E+01
15  -2.3468860000E+01  -2.3256790000E+01  -1.2519470000E+01  -1.1275870000E+01  -9.3698200000E+00  -9.3102500000E+00  -8.8537400000E+00  -8.7954900000E+00   6.6165800000E+00   8.2024900000E+00   1.9827590000E+01   1.9983620000E+01   2.1083290000E+01   2.1218390000E+01   2.9099200000E+01   3.1367140000E+01
16  -2.3425170000E+01  -2.3213860000E+01  -1.2461740000E+01  -1.1222410000E+01  -9.5124100000E+00  -9.4518600000E+00  -8.9232400000E+00  -8.8643700000E+00   6.4894600000E+00   8.0386400000E+00   2.0043030000E+01   2.0218650000E+01   2.1498890000E+01   2.1645050000E+01   2.9280550000E+01   3.1526210000E+01
